id,en_sent,en_amr,cn_sent,cn_amr,fa_sent,fa_amr
425,"And he continued his confidences : "" The fact is that I did not know how to understand anything !",( / : ( / : arg0 ( / ) : arg1 ( / : arg0 : arg1 ( / : polarity - : arg0 : arg1 ( / : ( / : arg0 : arg1 ( / ) ) ) ) ) ) ),他 还 告诉 我 说 ： “ 我 那时 什么 也 不 懂 ！,( / : arg0 ( ) ( / ) : ( ) ( / ) : arg1 ( ) ( / : arg0 ( ) ( / ) : polarity ( ) ( / - ) : arg1 ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ),بار ديگر با من درد دل کرد که: من آن وقتها هيچ نمی‌توانستم بفهمم...,( / : arg0 ( / ) : arg1 ( / : polarity - : arg0 : arg1 ( / : arg0 : arg1 ( / ) ) : ( / ) ) : ( / ) : ( / : ( / ) ) )
426,I ought to have judged by deeds and not by words .,( / : arg1 ( / : ( / : arg0 ( / ) : ( / ) ) : ( / : polarity - : arg0 : ( / ) ) ) ),我 应该 根据 她 的 行为 ， 而 不 是 根据 她 的 话 来 判断 她 。,( / : arg0 ( ) ( / : arg0 ( ) ( / : arg1 ( ) ( / ) ) ) : ( ) ( / : arg1 ( ) ( / : arg1 ( ) ( / : ( ) ( / ) ) ) : ( ) ( / : polarity ( ) ( / - ) : arg1 ( ) ( / : ( ) ( / ) ) ) ) ),می‌بايست در باره او از روی کردارش قضاوت کنم نه از روی گفتارش.,( / : ( / : arg0 ( / ) : arg1 ( / ) : ( / : arg0 ) ) : ( / : polarity - : arg0 : arg1 : ( / : arg0 ) ) )
427,She cast her fragrance and her radiance over me .,( / : arg0 ( / ) : ( / : ( / : ) : ( / : ( / : arg0 ) ) ) : ( / ) ),她 使 我 的 生活 芬芳 多彩 ，,( / : arg0 ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ),او دماغ مرا معطر می‌کرد و به دلم روشنی می‌بخشيد.,( / : ( / : arg0 ( / : ( / : ( / ) ) ) ) : ( / : arg0 : ( / ) : ( / : ) ) )
428,I ought never to have run away from her ...,( / : arg1 ( / : - : arg0 ( / ) : ( / ) : ( / : ( / ) ) ) ),我 真 不 该 离开 她 跑 出来 。,( / : arg0 ( ) ( / - ) : ( ) ( / ) : arg0 ( ) ( / : ( ) ( / : arg1 ( ) ( / ) : arg0 ( ) ( / ) ) : ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) ) ) ),من هرگز نمی‌بايست از او بگريزم!,( / : - : arg1 ( / : arg0 ( / ) : arg1 ( / ) ) : ( / ) )
429,I ought to have guessed all the affection that lay behind her poor little strategems .,( / : arg1 ( / : arg0 ( / ) : arg1 ( / : ( / ) : arg1-of ( / : ( / : ( / : ( / ) : ( / ) : poss ( / ) ) ) ) ) ) ),我 本 应该 猜出 在 她 那 令 人 爱怜 的 花招 后面 所 隐藏 的 温情 。,( / : ( ) ( / ) : arg0 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : arg1-of ( ) ( / : ( ) ( / : ( ) ( / : arg1-of ( ) ( / : arg0 ( ) ( / ) ) : poss ( ) ( / ) : ( ) ( / ) ) ) ) ) ) ),می‌بايست از ورای حيله‌گری‌های ناشی از ضعف او پی به مهر و عاطفه‌اش ببرم.,( / : arg1 ( / : arg0 ( / ) : arg1 ( / : ( / ) : ( / ) : poss ( / ) ) : ( / : ( / : arg0 : arg1-of ( / : arg0 ( / ) ) ) ) ) )
430,Flowers are so inconsistent !,( / : : ( / ) : degree ( / ) ),花 是 多么 自相矛盾 ！,( / : ( ) ( / ) : degree ( ) ( / ) : ( ) ( / ) ),چه ضد و نقيضند اين گلها!,( / : ( / : ( / ) ) : degree ( / ) )
431,"But I was too young to know how to love her ... """,( / : arg2 ( / : degree ( / ) : ( / ) : ( / : arg0 : arg1 ( / : ( / : arg0 : arg1 ( / ) ) ) ) ) ),我 当时 太 年青 ， 还 不 懂得 爱 她 。 ”,( / : arg1 ( ) ( / : arg1 ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) : degree ( ) ( / ) ) : arg2 ( ) ( / : ( ) ( / ) : arg1 ( ) ( / : arg1 ( ) ( / ) ) : ( ) ( / ) ) ) ),ولی من بسيار خام‌تر از آن بودم که بدانم چگونه بايد دوستش بدارم.,( / : arg2 ( / : degree ( / ) : ( / ) : ( / : arg0 : arg1 ( / : arg0 : arg1 ( / ) : ( / ) ) ) ) )
432,Chapter 9 .,( / ),IX 。,( / ),فصل 9,( / )
433,I believe that for his escape he took advantage of the migration of a flock of wild birds .,( / : arg0 ( / ) : arg1 ( / : arg0 ( / ) : arg1 ( / ) : ( / : arg0 ( / : arg0 ( / : mod ( / ) ) ) ) : ( / : arg0 ) ) ),我 想 小 王子 大概 是 利用 一 群 候鸟 迁徙 的 机会 跑 出来 的 。,( / : arg0 ( ) ( / ) : arg1 ( ) ( / : arg0 ( ) ( / : arg0 ( ) ( / : mod ( ) ( / ) ) : ( ) ( / ) : ( ) ( / : arg1 ( ) ( / : mod ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ) : arg0 ( ) ( / ) ) : ( ) ( / ) ) ) ),به گمانم شازده کوچولو برای فرارش، از مهاجرت پرندگان کوهی استفاده کرد.,( / : arg0 ( / ) : arg1 ( / : arg0 ( / : mod ( / ) ) : arg1 ( / : arg0 ( / : mod ( / ) ) ) : ( / : arg0 ) ) )
434,On the morning of his departure he put his planet in perfect order .,( / : arg0 ( / ) : arg1 ( / : poss ) : ( / ) : time ( / : ( / ) : time-of ( / : arg0 ) ) ),在 他 出发 的 那 天 早上 ， 他 把 他 的 星球 收拾 得 整整齐齐 ，,( / : ( ) ( / ) : arg1 ( ) ( / : poss ( ) ( / ) ) : time ( ) ( / : time ( ) ( / : ( ) ( / ) : time-of ( ) ( / : arg0 ( ) ( / ) ) ) ) : arg0 ( ) ( / ) ),صبح روز حرکت، سياره‌اش را خوب مرتب کرد.,( / : arg0 ( / ) : arg1 ( / : poss ) : ( / ) : time ( / ) : time ( / : ( / ) : ( / ) : time-of ( / ) ) )
435,He carefully cleaned out his active volcanoes .,( / : ( / ) : arg1 ( / : : ( / ) ) : ( / ) ),把 它 上头 的 活 火山 打扫 得 干干净净 。,( / : arg1 ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / ) ),آتش‌فشانهای روشنش را به دقت پاک کرد.,( / : ( / ) : arg1 ( / : ( / ) : ) : ( / ) )
436,He possessed two active volcanoes ; and they were very convenient for heating his breakfast in the morning .,( / : ( / : arg0 ( / ) : arg1 ( / : quant 2 : ( / ) ) ) : ( / : degree ( / ) : ( / : arg1 ( / : ( / : arg0 ) ) : : ( / : ( / ) ) ) : ) ),他 有 两 个 活 火山 ， 早上 热 早点 很 方便 。,( / : arg1 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : ( ) ( / ) : quant ( ) ( / 2 ) : ( ) ( / ) ) ) : ( ) ( / : degree ( ) ( / ) : arg0 ( ) ( / : arg1 ( ) ( / ) : ( ) ( / ) ) ) ),دو آتش‌فشان روشن داشت که استفاده از آنها برای گرم‌کردن صبحانه‌اش بسيار راحت بود.,( / : arg0 ( / ) : arg1 ( / : quant 2 : ( / ) : ( / : ( / : arg1 ( / ) ) : ( / : degree ( / ) ) ) ) )
437,He also had one volcano that was extinct .,( / : arg0 ( / ) : arg1 ( / : mod ( / ) : quant 1 ) : mod ( / ) ),他 还 有 一 座 死 火山 ， 他 也 把 它 打扫 干净 。,( / : ( ) ( / : arg0 ( ) ( / ) : mod ( ) ( / ) : arg1 ( ) ( / : mod ( ) ( / ) : quant ( ) ( / 1 ) : ( ) ( / ) ) ) : ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / ) : ( ) ( / ) : mod ( ) ( / ) ) ),يک آتش‌فشان خاموش هم داشت.,( / : arg0 ( / ) : arg1 ( / : quant 1 : mod ( / ) ) : mod ( / ) )
438,"But , as he said , "" One never knows ! """,( / : ( / : arg0 ( / ) : arg1 ( / : : arg0 ( / ) ) ) ),他 想 ， 说不定 它 还 会 活动 呢 ！,( / : arg0 ( ) ( / ) : arg1 ( ) ( / : arg0 ( ) ( / : arg0 ( ) ( / : arg0 ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) ) ) ),"ولی به قول خودش: ""کسی چه می‌داند؟""",( / : ( / : ( / ) : ( / : : arg0 ( / ) : arg1 ( / ) ) ) )
439,"So he cleaned out the extinct volcano , too .",( / : arg0 ( / ) : arg1 ( / : mod ( / ) ) : mod ( / ) ),他 也 把 它 打扫 干净 。,( / : arg0 ( ) ( / ) : arg1 ( ) ( / ) : ( ) ( / ) : mod ( ) ( / ) ),به همين جهت آتش‌فشان خاموشش را هم پاک کرد.,( / : arg1 ( / : arg0 ( / ) : arg1 ( / : mod ( / ) : ) : mod ( / ) ) )
440,"If they are well cleaned out , volcanoes burn slowly and steadily , without any eruptions .",( / : arg1 ( / : ( / : polarity - ) ) : condition ( / : arg1 : ( / ) ) : ( / ) : ( / ) ),打扫 干净 了 ， 它们 就 可以 慢慢 地 有 规律 地 燃烧 ， 而 不 会 突然 爆发 。,( / condition : arg1 ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / : arg1 ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) ) : ( ) ( / : polarity ( ) ( / - ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) ) ),آتش‌فشانها اگر خوب پاک شوند، ملايم و مرتب و بدون فوران می‌سوزند.,( / : ( / ) : ( / : ( / ) : ( / ) : ( / : polarity - ) ) : condition ( / : arg1 : ( / ) ) )
441,Volcanic eruptions are like fires in a chimney .,( / : ( / ) : ( / : ( / : ( / ) ) ) ),火山 爆发 就 象 烟囱 里 的 火焰 一样 。,( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ),فورانهای آتش‌فشانی مثل گرگرفتن آتش بخاری است.,( / : ( / ) : ( / : ( / : ( / : ( / ) ) ) ) )
442,On our earth we are obviously much too small to clean out our volcanoes .,( / : ( / : ( / ) ) : ( / : : arg1 ( / : poss ) ) : ( / ) : location ( / : poss ) : ( / ) ),当然 ， 在 我们 地球 上 我们 人 太 小 ， 不 能 打扫 火山 ，,( / : arg1 ( ) ( / : ( ) ( / : ( ) ( / : arg1 ( ) ( / ) ) ) : ( ) ( / ) : location ( ) ( / : poss ( ) ( / ) ) ) : ( ) ( / : ( ) ( / : arg1 ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) ) : ( ) ( / ) ),البته ما، در زمين خود، بسيار کوچکتر از آنيم که بتوانيم آتش‌فشانهامان را پاک کنيم.,( / : arg1 ( / ) : ( / ) : ( / ) : ( / ) : ( / : arg1 ( / : poss ( / ) ) ) : location ( / : : ( / ) : poss ) : ( / ) )
443,That is why they bring no end of trouble upon us .,( / : arg0 ( / ) : arg1 ( / : arg0 ( / ) : arg1 ( / ) : ( / : ) ) ),所以 火山 给 我们 带来 很多 很多 麻烦 。,( / : ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ) ),به همين دليل برای ما زياد دردسر درست می‌کنند.,( / : ( / : arg0 ( / ) : arg1 ( / ) : ( / ) ) )
444,"The little prince also pulled up , with a certain sense of dejection , the last little shoots of the baobabs .",( / : arg0 ( / : mod ( / ) : ( / : arg1 ( / ) : mod ( / ) ) ) : arg1 ( / : ( / ) : mod ( / ) : ( / : ) ) : mod ( / ) : ( / ) ),小 王子 还 把 剩下 的 最后 几 颗 猴面包树 苗 全 拔 了 。 他 有点 忧伤 。,( / : ( ) ( / : arg0 ( ) ( / : mod ( ) ( / ) ) : arg1 ( ) ( / : mod ( ) ( / ) : ( ) ( / : mod ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) ) : mod ( ) ( / ) : ( ) ( / ) : mod ( ) ( / ) ) : ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) ) ),گمان می‌کرد که ديگر هيچگاه نبايد برگردد.,( / : arg0 ( / ) : arg1 ( / : : arg1 ( / : arg0 : ( / ) : mod ( / ) ) ) )
445,He believed that he would never want to return .,( / : arg0 ( / ) : arg1 ( / : : arg0 : arg1 ( / : arg1 ) : ( / ) ) ),他 以为 他 再 也 不 会 回来 了 。,( / : arg0 ( ) ( / ) : arg1 ( ) ( / : arg0 ( ) ( / : arg0 ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ),ولی تمام اين کارهای خانگی در آن روز صبح به نظرش بی‌اندازه شيرين آمد.,( / : arg0 ( / : ( / ) : ( / ) ) : arg1 ( / ) : ( / : ( / ) ) : ( / : ( / ) : ( / ) ) )
446,But on this last morning all these familiar tasks seemed very precious to him .,( / : ( / : arg1 ( / : degree ( / ) : ( / : mod ( / ) : mod ( / ) ) ) : ( / ) : time ( / : ( / ) : mod ( / ) : ( / : ) ) ) ),这 天 ， 这些 家常 活 使 他 感到 特别 亲切 。,( / : ( ) ( / ) : arg1 ( ) ( / : degree ( ) ( / ) ) : ( ) ( / : mod ( ) ( / ) ) : time ( ) ( / : mod ( ) ( / ) ) ),ولی تمام اين کارهای خانگی در آن روز صبح به نظرش بی‌اندازه شيرين آمد.,( / : ( / : ( / : mod ( / ) : mod ( / ) : mod ( / ) ) : arg1 ( / ) : ( / : degree ( / ) ) : time ( / : ( / ) : ( / ) ) ) )
447,"And when he watered the flower for the last time , and prepared to place her under the shelter of her glass globe , he realised that he was very close to tears .",( / : arg0 ( / ) : arg1 ( / : arg1 : ( / : arg1 ) : ( / ) ) : time ( / : op1 ( / : arg0 : arg1 ( / ) : ord ( / ordinal-entity : value ) ) : op2 ( / : arg0 : arg1 : ( / : arg0 : arg1 : ( / : op1 ( / : ( / ) : : ( / : arg0 : arg1 ) ) ) ) ) ) ),当 他 最后 一 次 浇花 时 ， 准备 把 她 放 在 玻璃 罩子 下面 。 他 发觉 自己 要 哭 出来 。,( / : ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : arg1 ( ) ( / : arg0 ( ) ( / : ( ) ( / ) ) ) : arg1 ( ) ( / ) ) : time ( ) ( / : arg1 ( ) ( / ) : arg0 ( ) ( / ) : ord ( ) ( / ordinal-entity : value ( ) ( / : op1 : op2 ) ) ) ) : ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : arg0 ( ) ( / : arg0 ( ) ( / ) ) ) ) ),و چون برای آخرين بار گلش را آب داد و آماده شد که او را در زير حباب بلورينش بگذارد، احساس کرد که می‌خواهد گريه کند.,( / : arg0 ( / ) : arg1 ( / : arg0 : arg1 ( / : arg0 ) ) : time ( / : op1 ( / : arg0 : arg1 ( / : ) ) : op2 ( / : arg0 : arg1 ( / : arg0 : arg1 ( / ) : ( / : op1 ( / : ( / ) : ) ) ) ) ) : ord ( / ordinal-entity : value ( / ) ) )
448,""" Goodbye , "" he said to the flower .",( / : arg0 ( / ) : arg1 ( / ) : arg2 ( / ) ),“ 再见 了 。 ” 他 对 花儿 说道 。,( / : arg0 ( ) ( / ) : arg2 ( ) ( / ) : arg1 ( ) ( / : ( ) ( / ) ) ),به گلش گفت: خدا حافظ!,( / : arg0 ( / ) : arg1 ( / ) : arg2 ( / : ) )
449,But she made no answer .,( / : arg2 ( / : polarity - : arg0 ( / ) ) ),可是 花儿 没有 回答 他 。,( / : arg2 ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) : polarity ( ) ( / - ) ) ),ولی گل به او جواب نداد.,( / : arg2 ( / : polarity - : arg0 ( / ) : ( / ) ) )
450,""" Goodbye , "" he said again .",( / : arg0 ( / ) : arg1 ( / ) : mod ( / ) ),“ 再见 了 。 ” 他 又 说 了 一 遍 。,( / : arg0 ( ) ( / ) : mod ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : arg1 ( ) ( / : ( ) ( / ) ) ),باز گفت: خدا حافظ!,( / : arg0 ( / ) : arg1 ( / ) : mod ( / ) )
451,The flower coughed .,( / : arg0 ( / ) ),花儿 咳嗽 了 一 阵 。,( / : arg0 ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ),گل سرفه کرد.,( / : arg0 ( / ) )
452,But it was not because she had a cold .,( / : arg2 ( / : polarity - : ( / : ( / ) : ( / ) ) : ( / ) ) ),但 并 不 是 由于 感冒 。,( / : arg2 ( ) ( / : ( ) ( / : polarity ( ) ( / - ) : ( ) ( / ) ) ) ),ولی اين سرفه از زکام نبود.,( / : arg2 ( / : ( / ) : ( / : ( / : polarity - ) ) ) )
453,""" I have been silly , "" she said to him , at last .",( / : arg0 ( / ) : arg1 ( / : ) : ( / ) : time ( / ) ),她 终于 对 他 说道 ： “ 我 方才 真 蠢 。,( / : arg0 ( ) ( / ) : ( ) ( / ) : time ( ) ( / ) : arg1 ( ) ( / : ( ) ( / ) : time ( ) ( / ) : arg0 ( ) ( / ) ) ),آخر گفت:من احمق بودم.,( / : arg0 ( / ) : arg1 ( / : ( / ) ) : time ( / ) )
454,""" I ask your forgiveness .",( / : ( / ) : arg1 ( / : : arg1 ) : ( / ) ),请 你 原谅 我 。,( / : arg1 ( ) ( / ) : ( ) ( / : arg1 ( ) ( / ) ) ),من از تو عذر می‌خواهم.,( / : ( / ) : arg1 ( / ) )
455,"Try to be happy ... """,( / : : arg0 ( / ) : arg1 ( / : arg1 ) ),希望 你 能 幸福 。 ”,( / : arg1 ( ) ( / : arg1 ( ) ( / : arg0 ( ) ( / : arg0 ( ) ( / ) ) ) ) ),سعی کن خوشبخت باشی.,( / : : arg0 ( / ) : arg1 ( / : ( / ) ) )
456,He was surprised by this absence of reproaches .,( / : arg0 ( / : arg1 ( / ) ) : arg1 ( / ) ),花儿 对 他 毫 不 抱怨 ， 他 感到 很 惊讶 。,( / : arg1 ( ) ( / : ( ) ( / ) : arg1 ( ) ( / : arg0 ( ) ( / ) : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) ) : arg0 ( ) ( / ) ),او از اينکه بر زبان گل طعنه و شماتت نرفت متعجب شد.,( / : arg0 ( / : : arg0 ( / : ( / ) : ( / ) ) : arg1 ( / : ( / ) ) ) : arg1 ( / ) )
457,"He stood there all bewildered , the glass globe held arrested in mid - air .",( / : arg1 ( / : ( / : ( / ) ) : arg0-of ( / : arg1 ( / : ( / ) : ( / : ( / ) ) ) ) ) : ( / ) ),他 举 着 罩子 ， 不知所措 地 伫立 在 那里 。,( / : ( ) ( / : arg0-of ( ) ( / ) : arg0-of ( ) ( / : arg1 ( ) ( / ) : ( ) ( / ) ) ) : arg1 ( ) ( / ) ),در همانجا حباب به دست، مات و مبهوت مانده بود.,( / : arg1 ( / : arg0-of ( / : arg1 ( / ) ) ) : ( / : ( / ) : ( / ) ) : ( / : ( / ) ) )
458,He did not understand this quiet sweetness .,( / : polarity - : arg0 ( / ) : arg1 ( / : arg1 ( / ) : ( / ) ) ),他 不 明白 她 为什么 会 这样 温柔 恬静 。,( / : arg0 ( ) ( / ) : polarity ( ) ( / - ) : arg1 ( ) ( / : arg0 ( ) ( / : ( ) ( / ) : ( ) ( / ) : arg0 ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) ) ),معنی اين مهربانی ملايم را نمی‌فهميد.,( / : polarity - : arg0 ( / ) : arg1 ( / : arg0 ( / : ( / ) : ( / ) ) ) )
459,""" Of course I love you , "" the flower said to him .",( / : arg0 ( / ) : arg1 ( / : arg0 : arg1 : ( / ) ) : arg2 ( / ) ),“ 的确 ， 我 爱 你 。 ” 花儿 对 他 说道,( / : arg0 ( ) ( / ) : arg2 ( ) ( / ) : arg1 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / ) : ( ) ( / ) ) ),گل به او گفت: آری، من تو را دوست می‌دارم.,( / : arg0 ( / ) : arg1 ( / : ( / ) : ( / : arg0 : arg1 ) ) : arg2 ( / ) )
460,""" It is my fault that you have not known it all the while .",( / : arg1 ( / ) : arg2 ( / : : arg0 ( / ) : arg1 ( / ) : ( / : ( / ) ) ) ),“ 但 由于 我 的 过错 ， 你 一点 也 没有 理会 。,( / : arg1 ( ) ( / : arg2 ( ) ( / : arg1 ( ) ( / : ( ) ( / ) ) : arg2 ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ) ) ),تقصير من است که تو از آن بيخبر مانده‌ای.,( / : arg0 ( / ) : arg1 ( / : arg1 ( / ) : arg2 ( / ) : ( / ) ) )
461,That is of no importance .,( / : polarity - : ( / ) ),这 丝毫 不 重要 。,( / : ( ) ( / ) : polarity ( ) ( / - ) : ( ) ( / ) ),اين هيچ اهميت ندارد.,( / : polarity - : ( / ) : ( / ) )
462,But you - - you have been just as foolish as I .,( / : arg2 ( / : ( / ) : ( / ) : ( / ) ) ),不过 ， 你 也 和 我 一样 的 蠢 。,( / : arg2 ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) ),اما تو هم مثل من احمق بودی.,( / : arg2 ( / : ( / ) : arg2 ( / ) : ( / ) : ( / ) ) )
463,Try to be happy ... let the glass globe be .,( / : ( / : mode imperative : arg0 ( / ) : arg1 ( / : arg1 ) ) : ( / : mode imperative : arg0 : arg1 ( / : ( / : ( / ) ) ) ) ),希望 你 今后 能 幸福 。 把 罩子 放 在 一边 吧 ，,( / : ( ) ( / : arg1 ( ) ( / : arg0 ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) ) ) ) : ( ) ( / : arg1 ( ) ( / ) : ( ) ( / ) : mode ( ) ( / imperative ) ) ),سعی کن خوشبخت باشی... اين حباب بلورين را بينداز دور.,( / : ( / : mode imperative : arg0 ( / ) : arg1 ( / : ) ) : ( / : mode imperative : arg0 : arg1 ( / : ( / ) : ( / ) ) ) )
464,"I do n't want it any more . """,( / : arg0 ( / ) : arg1 ( / ) : polarity - : ( / ) ),我 用 不 着 它 了 。 ”,( / : arg1 ( ) ( / : arg0 ( ) ( / ) : polarity ( ) ( / - ) : arg1 ( ) ( / ) : ( ) ( / ) ) ),من ديگر آن را نمی‌خواهم.,( / : polarity - : arg0 ( / ) : arg1 ( / ) : ( / ) )
465,""" But the wind - - """,( / : arg2 ( / ) ),“ 要是 风 来 了 怎么 办 ？ ”,( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : arg2 ( ) ( / ) : ( ) ( / ) ) ),ولی آخر باد...,( / : arg2 ( / : ( / ) ) )
466,""" My cold is not so bad as all that ... the cool night air will do me good .",( / : ( / : polarity - : arg1 ( / : ( / ) ) : ( / : mod ( / ) ) ) : ( / : arg1 ( / : ( / ) : mod ( / ) ) : arg2 ) ),“ 我 的 感冒 并 不 那么 重 … 夜晚 的 凉风 对 我 倒 有 好处 。,( / : arg1 ( ) ( / : arg1 ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) : polarity ( ) ( / - ) : mod ( ) ( / ) ) : arg2 ( ) ( / : ( ) ( / : ( ) ( / ) ) : arg1 ( ) ( / ) : ( ) ( / ) : mod ( ) ( / ) ) ) ),نه، آنطورها هم زکام نيستم... هوای خنک شبانه به مزاج من سازگار است.,( / : ( / : polarity - : ( / ) : ( / ) ) : ( / : arg1 ( / : mod ( / ) : mod ( / ) ) : arg2 ( / : ( / ) ) ) )
467,"I am a flower . """,( / : domain ( / ) ),我 是 一 朵 花 。 ”,( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : domain ( ) ( / ) ) ),آخر من گلم.,( / : domain ( / ) )
468,""" But the animals - - """,( / : ( / ) ),“ 要是 有 虫子 野兽 呢 ？ … ”,( / : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) : ( ) ( / ) ) ),اما جانوران...,( / : ( / ) )
469,""" Well , I must endure the presence of two or three caterpillars if I wish to become acquainted with the butterflies .",( / : arg2 ( / : arg1 : arg2 ( / : arg1 ( / ) : arg2 ( / : arg1 ( / : quant ( / : : ) ) ) : condition ( / : arg0 : arg1 ( / : arg1 : arg2 ( / ) ) ) ) ) ),“ 我 要是 想 认识 蝴蝶 ， 经 不 起 两三 只 尺蠖 是 不 行 的 。,( / : arg1 ( ) ( / condition : arg1 ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : arg1 ( ) ( / ) ) ) : arg2 ( ) ( / : ( ) ( / ) : arg0 ( ) ( / : arg0 ( ) ( / : arg1 ( ) ( / : quant ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) ) ) : ( ) ( / ) ) : ( ) ( / ) ) ) ),من اگر بخواهم با پروانه آشنا شوم، ناچار بايد وجود دوسه کرم درخت را تحمل کنم.,( / : arg0 : arg1 ( / : arg0 ( / ) : arg1 ( / : ( / : quant ( / ) : ( / ) ) ) : ( / ) ) : condition ( / : arg0 : arg1 ( / : arg1 : arg2 ( / ) ) ) )
470,It seems that they are very beautiful .,( / : ( / : ( / ) : degree ( / ) ) ),据说 这 是 很 美 的 。,( / : ( ) ( / : ( ) ( / ) : degree ( ) ( / ) : ( ) ( / ) ) ),گويا پروانه خيلی زيباست.,( / : ( / ) : ( / : degree ( / ) ) )
471,And if not the butterflies - - and the caterpillars - - who will call upon me ?,( / : arg0 ( / amr-unknown ) : arg1 ( / ) : condition ( / : : arg0 ( / : ( / ) : ( / ) ) : arg1 ) ),不然 还 有 谁 来 看 我 呢 ？,( / : arg0 ( ) ( / amr-unknown : ( ) ( / : ( ) ( / ) ) ) : arg1 ( ) ( / : arg1 ( ) ( / ) ) : condition ( ) ( / ) : ( ) ( / ) ),اگر پروانه هم نباشد، پس که به ديدن من خواهد آمد؟,( / : arg0 ( / amr-unknown ) : ( / : arg0 : arg1 ( / ) ) : condition ( / : : arg0 ( / ) ) )
472,You will be far away ... as for the large animals - - I am not at all afraid of any of them .,( / : ( / : ( / ) : ( / ) ) : ( / : polarity - : arg0 ( / ) : arg1 ( / : mod ( / ) : ( / ) ) : ( / ) ) ),你 就 要 到 远处 去 了 。 至于 说 大 动物 ， 我 并 不 怕 ，,( / : ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / ) : ( ) ( / ) ) : ( ) ( / : arg0 ( ) ( / ) : polarity ( ) ( / - ) : mod ( ) ( / ) : arg1 ( ) ( / : mod ( ) ( / ) ) ) ),تو که از من دور خواهی بود ...از جانوران گنده هم نمی‌ترسم.,( / : ( / : ( / ) ) : ( / : polarity - : arg0 ( / ) : arg1 ( / : mod ( / ) ) ) )
473,"I have my claws . """,( / : arg0 ( / ) : arg1 ( / : ) ),我 有 爪子 。 ”,( / : arg1 ( ) ( / : arg0 ( ) ( / ) : ( ) ( / ) ) ),آخر من هم چنگال دارم.,( / : arg0 ( / ) : arg1 ( / ) : ( / ) )
474,"And , naïvely , she showed her four thorns .",( / : arg0 ( / ) : arg1 ( / : quant 4 : part-of ) : manner ( / ) ),于是 ， 她 天真 地 显露 出 她 那 四 根 刺 ，,( / : ( ) ( / : arg0 ( ) ( / ) : arg1 ( ) ( / : part-of ( ) ( / ) : quant ( ) ( / 4 ) : ( ) ( / ) : ( ) ( / ) ) : manner ( ) ( / ) ) ),و ساده‌دلانه چهار خار خود را نشان می‌داد.,( / : ( / : arg0 ( / ) : arg1 ( / : quant 4 : part-of ) : manner ( / ) ) )
