id,en_sent,en_amr,cn_sent,cn_amr,fa_sent,fa_amr
247,"Sometimes , "" he added , "" there is no harm in putting off a piece of work until another day .",( / : ( / ) : ( / : : ( / : ( / : ( / ) : ( / ) ) : ( / : ( / ) ) ) : ( / ) ) ),有时候 ， 人们 把 自己 的 工作 推到 以后 去 做 ， 并 没有 什么 妨害 ，,( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) : ( ) ( / ) : ( ) ( / ) ),آدم اگر گاهی کار امروز را به فردا انداخت، عيبی ندارد.,( / : : ( / ) : ( / : ( / ) : ( / : ( / ) ) : ( / ) : ( / ) ) )
248,"But when it is a matter of baobabs , that always means a catastrophe .",( / : ( / : ( / ) : ( / ) : ( / ) : ( / ) ) ),但 要 遇到 拔 猴面包树 苗 这 种 事 ， 那 就 非 造成 大 灾难 不可 。,( / : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) ) ) ) : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) ) ) ),ولی اگر اين کار ريشه‌کن کردن بائوباب‌ها باشد، آن وقت مصيبتی است.,( / : ( / : ( / : ( / ) ) : ( / : ( / ) : ) ) )
249,I knew a planet that was inhabited by a lazy man .,( / : ( / ) : ( / : ( / : ( / : ( / ) ) ) ) ),我 遇到 过 一 个 星球 ， 上面 住 着 一 个 懒 家伙 ，,( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ) ) ),من سياره‌ای را می‌شناسم که تنبلی در آن منزل داشت.,( / : ( / ) : ( / : ( / : ( / ) ) ) )
250,"He neglected three little bushes ... """,( / : ( / ) : ( / : ( / ) : ) ),他 放过 了 三 棵 小 树苗 … ”,( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ) ),"او از کندن سه نهال بائوباب غفلت کرده بود...""",( / : ( / ) : ( / : ( / : ) ) )
251,"So , as the little prince described it to me , I have made a drawing of that planet .",( / : ( / ) : ( / : ( / ) ) : ( / : ( / : ( / ) ) : : ) : ( / ) ),于是 ， 根据 小 王子 的 说明 ， 我 把 这个 星球 画 了 下来 。,( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) ) ) ),و من از روی نشانيهايی که شازده کوچولو داد شکل آن سياره را کشيدم.,( / : ( / ) : ( / : ( / : ( / ) ) ) : ( / : ( / : ( / ) ) : ( / ) ) )
252,I do not much like to take the tone of a moralist .,( / : : ( / ) : ( / : : ( / : ( / ) ) ) : ( / ) ),我 从来 不 大 愿意 以 道学家 的 口吻 来 说话 ，,( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) ) ),من هيچ دوست ندارم لحن معلم اخلاق به خود بگيرم،,( / : : ( / ) : ( / : : ( / : ( / : ( / ) ) ) ) : ( / ) )
253,"But the danger of the baobabs is so little understood , and such considerable risks would be run by anyone who might get lost on an asteroid , that for once I am breaking through my reserve .",( / : ( / : ( / : ( / : ( / : ( / ) ) : ( / : ( / ) ) ) : ( / : ( / : ( / : ( / ) : ( / ) ) ) : ( / : ( / ) ) ) ) : ( / : ( / ) : ( / : ) : ( / ) ) ) ),可是 猴面包树 的 危险 ， 大家 都 不 大 了解 ， 对 迷失 在 小 行星 上 的 人 来说 ， 危险性 非常 之 大 ， 因此 这 一 回 ， 我 贸然 打破 了 我 的 这 种 不 喜欢 教训 人 的 惯例 。,( / : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) ) ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) ) : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) ),ولی خطر درختان بائوباب آنقدر ناشناخته است و کسی که در چنان سياره‌ای گم بشود در خطر چنان بلاهای عظيمی است که من يک‌بار هم شده از اين قاعده سرپيچی می‌کنم,( / : ( / : ( / : ( / : ( / : ( / : ( / ) ) ) : ( / ) ) : ( / : ( / : ( / : ( / : ( / ) ) ) ) : ( / : ( / ) : ( / ) ) ) ) : ( / : : ( / ) : ( / : ( / ) ) ) ) )
254,""" Children , """,( / ),“ 孩子们 ， ”,( / : ( ) ( / ) ),و می‌گويم:,( / : ( / ) )
255,"I say plainly , "" watch out for the baobabs ! """,( / : ( / ) : ( / : : ( / ) : ( / ) ) : ( / ) ),我 说 ： 要 当心 那些 猴面包树 呀 ！ ”,( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / ) ) ),بچه‌ها، امان از درختان بائوباب!,( / : ( / : ( / ) ) : ( / : ( / : ( / ) ) ) )
256,"My friends , like myself , have been skirting this danger for a long time , without ever knowing it ; and so it is for them that I have worked so hard over this drawing .",( / : ( / : ( / : ( / : ( / : ( / ) : ( / ) ) ) : ) : ( / : ( / ) ) : ( / : : : ( / ) ) : ( / ) ) : ( / : : ( / : ( / ) : ( / ) ) : ( / : ( / ) ) : ) ),为了 叫 我 的 朋友们 警惕 这 种 危险 —— 他们 同 我 一样 长期以来 和 这 种 危险 接触 ， 却 没有 意识 到 它 的 危险性 —— 我 花 了 很 大 的 功夫 画 了 这 副 画 。,( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) ) ),اينکه من برای کشيدن اين شکل زحمت کشيده‌ام، برای آگاه کردن دوستانم از خطری است که از مدتها پيش مثل خودم با آن روبرو بوده‌اند، بی‌آنکه آن را بشناسند.,( / : ( / : ( / ) : ( / : ( / : ( / ) ) ) ) : ( / : ( / ) : ( / : ( / : ( / ) : ( / ) ) ) : ( / : ( / : ( / : ( / ) ) : ( / : ( / ) ) ) : ( / : : ) ) ) )
257,The lesson which I pass on by this means is worth all the trouble it has cost me .,( / : ( / : ( / : ( / ) : ( / ) ) ) : ( / : ( / : : ) : ( / ) ) ),我 提出 的 这个 教训 意义 是 很 重大 的 ， 花 点 功夫 是 很 值得 的 。,( / : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) ) ) : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) ) ),درسی که من داده‌ام به زحمتش می‌ارزد.,( / : ( / : ( / : ( / ) ) ) : ( / ) )
258,"Perhaps you will ask me , "" Why are there no other drawing in this book as magnificent and impressive as this drawing of the baobabs ? """,( / : ( / : ( / ) : ( / : : ( / ) : ( / ) : ( / : ( / ) ) : ( / : ( / ) : ( / : ( / ) : ( / ) : ( / ) ) ) : ( / : ( / ) : ) : ( / : ( / ) ) ) : ( / ) ) ),你们 也许 要 问 ， 为什么 这 本 书 中 别的 画 都 没有 这 副 画 那么 壮观 呢 ？,( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ) ) ),شايد شما از خود بپرسيد که چرا در اين کتاب شکلهای ديگری به عظمت شکل درختان بائوباب نيست؟,( / : ( / ) : ( / : : ( / : ( / ) ) : ( / ) : ( / : ( / : ( / : ( / : ( / ) ) ) ) ) ) : : ( / ) )
259,The reply is simple .,( / : ( / : ( / ) ) ),回答 很 简单 ：,( / : ( ) ( / ) : ( ) ( / ) ),جواب خيلی ساده است:,( / : ( / ) : ( / ) )
260,I have tried .,( / : ( / ) ),我 也 试 了 。,( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ),من سعی کرده‌ام،,( / : ( / ) )
261,But with the others I have not been successful .,( / : ( / : : ( / ) : ( / ) ) ),别的 画 我 也 曾经 试图 画得 好 些 ， 却 没 成功 。,( / : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) ) ),اما نتوانسته‌ام از عهده برآيم.,( / : ( / : : ( / ) : ( / : ) ) )
262,When I made the drawing of the baobabs I was carried beyond myself by the inspiring force of urgent necessity .,( / : ( / : ( / : ( / ) ) : ( / ) ) : ( / ) : ( / : ) : ( / : : ( / ) ) ),而 当 我 画 猴面包树 时 ， 有 一 种 急切 的 心情 在 激励 着 我 。,( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) ),فقط وقتی شکل درختان بائوباب را می‌کشيده‌ام، از احساس ضرورت امر دستخوش هيجان بوده‌ام.,( / : ( / ) : ( / : : ( / : ( / : ( / ) ) ) ) : ( / : ( / : ( / ) ) ) )
263,Chapter 6 .,( / : ),VI 。,( / ),فصل ۶,( / : )
264,"Oh , little prince !",( / : ( / ) ),啊 ， 小 王子 ！,( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ),آه ای شازده کوچولو،‌,( / : ( / : ) : ( / : ( / : ( / ) ) : ( / ) ) )
265,Bit by bit I came to understand the secrets of your sad little life ...,( / : ( / ) : ( / : ( / : ( / ) : ( / ) : ( / ) ) ) : ( / ) ),就 这样 ， 我 逐渐 懂得 了 你 那 忧郁 的 生活 。,( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) ) ),من همينطور کم‌کم به زندگی محدود و غم‌انگيز تو پی‌بردم.,( / : ( / ) : ( / : ( / ) : ( / : ( / ) : ( / ) ) ) : ( / ) : ( / ) )
266,For a long time you had found your only entertainment in the quiet pleasure of looking at the sunset .,( / : ( / ) : ( / : ( / : : ( / ) : ( / : ( / ) ) ) : : ( / ) ) : ( / ) ),过去 相当 长 的 时间 里 你 唯一 的 乐趣 就 是 观赏 那 夕阳 西下 的 温柔 晚景 。,( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) ),تو مدتها بجز لطف غروبهای خورشيد تفريحی نداشته‌ای.,( / : : ( / ) : ( / ) : ( / ) : ( / : ( / : ( / : ( / ) ) ) ) )
267,"I learned that new detail on the morning of the fourth day , when you said to me : "" I am very fond of sunsets .",( / : ( / ) : ( / : ( / ) : ( / ) ) : ( / : ( / ) : ( / : ( / : ) ) ) : ( / : ( / ) : ( / : : ( / ) : ( / ) ) : ) ),这个 新 的 细节 ， 是 我 在 第四 天 早晨 知道 的 。 你 当时 对 我 说道 ： “ 我 喜欢 看 日落 。,( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) ) ),من اين نکته تازه را صبح روز چهارم فهميدم، وقتی به من گفتی: من غروب خورشيد را بسيار دوست دارم.,( / : ( / ) : ( / : ( / ) : ( / ) ) : ( / : ( / ) : ( / : ( / : ) ) ) : ( / : ( / ) : ( / : : ( / : ( / ) ) : ( / ) ) : ( / ) ) )
268,"Come , let us go look at a sunset now . """,( / : ( / : : ( / ) ) : ( / : : : ( / : ( / ) : ( / ) : ( / ) ) ) ),我们 去 看 一 回 日落 吧 ！ ”,( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) : ( ) ( / ) ) ),برويم غروب آفتاب را تماشا کنيم...,( / : : ( / ) : ( / : : ( / : ( / ) ) ) )
269,""" But we must wait , """,( / : ( / : ( / : ( / ) ) ) ),“ 可是 得 等 着 … ”,( / : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) ) ),ولی بايد منتظر شد.,( / : ( / : ( / ) ) )
270,I said .,( / : ( / ) ),我 说 。,( / : ( ) ( / ) ),من گفتم,( / : ( / ) )
271,""" Wait ?",( / : ),“ 等 什么 ？ ”,( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ),منتظر؟,( / : ( / ) )
272,"For what ? """,( / : ( / ) ),“ 等 什么 ？ ”,( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ),برای چه؟,( / : ( / ) )
273,""" For the sunset .",( / : ( / ) ),“ 等 太阳 落山 。 ”,( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) ),منتظر غروب خورشيد.,( / : ( / : ( / ) ) )
274,"We must wait until it is time . """,( / : ( / : ( / ) : ( / : ( / ) ) ) ),我们 必须 等 到 那个 时候 。,( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) ) ),باید صبر کنیم تا زمانش فرا برسد.,( / : ( / : ( / ) : ( / : ( / : ( / ) ) ) ) )
275,At first you seemed to be very much surprised .,( / : ( / : ( / ) : ( / : ( / ) ) ) : ( / ) ),开始 ， 你 显得 很 惊奇 的 样子 ，,( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) ) ),تو اول به ظاهر بسيار تعجب کردی،,( / : ( / ) : ( / ) : ( / ) : ( / ) )
276,And then you laughed to yourself .,( / : ( / : ( / ) : : ( / ) ) ),随后 你 笑 自己 的 糊涂 。,( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) ) ),بعد به خودت خنديدی,( / : ( / ) : : ( / ) )
277,"You said to me : "" I am always thinking that I am at home ! """,( / : ( / ) : ( / : : ( / : : ( / ) ) : ( / ) ) : ( / ) ),你 对 我 说 ： “ 我 总 以为 是 在 我 的 家乡 呢 ！ ”,( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / ) ) ),به من گفتی: من هميشه خيال می‌کنم در خانه خودم هستم.,( / : ( / ) : ( / : ( / : : ( / : ) ) : ( / ) ) : ( / ) : )
278,Just so .,( / : ( / ) ),确实 ，,( / ),به هر حال,( / : ( / ) )
279,Everybody knows that when it is noon in the United States the sun is setting over France .,( / : ( / ) : ( / : ( / ) : ( / : : ( / : ) ) : ( / : : : ( / : : ( / : : ) ) ) ) ),大家 都 知道 ， 在 美国 是 正午 时分 ，,( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / : : ) : ( ) ( / ) ) ),در واقع وقتی در ايالات متحد آمريکا ظهر است، همه می‌دانند که در فرانسه آفتاب غروب می‌کند.,( / : ( / ) : ( / : ( / ) : ( / : : ( / ) ) : ( / : ( / ) : ( / : : ( / : : : ) ) : ( / ) ) ) )
280,"If you could fly to France in one minute , you could go straight into the sunset , right from noon .",( / : ( / : : ( / : : ) : ( / ) : ( / ) ) : ( / : ( / : ( / ) : ( / : : ( / ) ) : ( / : : ( / : ) ) ) ) ),在 法国 ， 正 夕阳 西下 ， 只要 在 一 分钟 内 赶到 法国 就 可 看到 日落 。,( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) ) ),کافی است در يک دقيقه به فرانسه رسيد تا غروب خورشيد را تماشا کرد.,( / : ( / : ( / : : ( / ) ) : ( / : : ( / ) ) : ( / : ( / : ( / ) ) ) ) )
281,"Unfortunately , France is too far away for that .",( / : : ( / : ( / : : ( / : ) ) : ( / : ( / : ( / ) ) ) : ( / ) ) ),可惜 法国 是 那么 的 遥远 。,( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ),متاسفانه فرانسه بسيار دور است،,( / : ( / : : ( / ) ) : ( / ) )
282,"But on your tiny planet , my little prince , all you need do is move your chair a few steps .",( / : ( / : ( / : ( / : : ( / : ) : ( / : ( / ) ) : ( / ) ) : ( / : ( / ) : ( / : ( / ) : ( / ) ) ) ) ) : ),而 在 你 那样 的 小 行星 上 ， 你 只要 把 你 的 椅子 挪动 几 步 就 行 了 。,( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ) ),ولی در سياره تو که به اين کوچکی است، کافی بود تو صندليت را چند قدم جلوتر بکشی,( / : ( / : ( / : ( / ) : ( / : ) : ( / : ( / ) ) : ( / : ( / : ( / ) ) ) ) : ( / : : ( / ) ) ) )
283,You can see the day end and the twilight falling whenever you like ...,( / : ( / : ( / ) : ( / : ( / : ( / ) ) : ( / : ( / ) ) ) : ( / : : : ( / ) ) ) ),这样 ， 你 便 可 随时 看到 你 想 看 的 夕阳 余辉 … “,( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) ) ) ) : ( ) ( / ) ) ),تا هر چند بار که دلت می‌خواست، غروب را تماشا کنی...,( / : ( / : ( / ) : ( / : ( / ) ) : ( / : : ( / : ( / ) : ( / ) ) ) ) )
284,""" One day , "" you said to me , "" I saw the sunset forty - four times ! """,( / : ( / ) : ( / : : : ( / ) : ( / : ( / ) ) ) : ( / ) ),一 天 ， 我 看见 过 四十三 次 日落 。 ” 你 对 我 说 。,( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) : ( ) ( / ) ) ),- من يک روز چهل‌وسه‌بار غروب خورشيد را ديدم!,( / : : ( / ) : ( / : ( / ) ) : ( / : ) )
285,"And a little later you added : "" You know -- one loves the sunset , when one is so sad ... """,( / : ( / : ( / ) : ( / : ( / ) : ( / ) : ( / : : ( / ) ) ) : ( / : ( / : ( / ) ) ) ) ),过 一会儿 ， 你 又 说 ： “ 你 知道 ， 当 人们 感到 非常 苦闷 时 ， 总是 喜欢 日落 的 。 ”,( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / ) ) ),و کمی بعد باز گفتی: تو که می‌دانی... آدم وقتی زياد دلش گرفته باشد، غروب خورشيد را دوست می‌دارد...,( / : ( / ) : ( / : ( / ) : ( / : ( / ) : ( / : ( / ) ) : ( / : ( / : ) : ( / ) ) ) ) : ( / : ( / ) ) : ( / ) )
286,""" Were you so sad , then ? """,( / : : ( / ) : ( / ) : ( / ) ),你 怎么 会 这么 苦闷 ？ ”,( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) ) ),زياد دلت گرفته بود؟,( / : ( / : ( / ) ) : ( / ) : ( / ) )
287,"I asked , "" on the day of the forty - four sunsets ? """,( / : ( / ) : ( / : : ( / : ( / : ( / : ) ) ) ) ),我 问 ： “ 一 天 四十三 次 ，,( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) ),آن روز که چهل‌وسه‌بار غروب خورشيد را تماشا کردی،,( / : : ( / ) : ( / : ( / ) ) : ( / : ( / ) ) )
288,But the little prince made no reply .,( / : ( / : : ( / : ( / ) ) ) ),但是 小 王子 没有 回答 。,( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) ),ولی شازده کوچولو جواب نداد.,( / : ( / : : ( / : ( / ) ) ) )
289,Chapter 7 .,( / : ),VII 。,( / ),فصل 7,( / : )
290,"On the fifth day -- again , as always , it was thanks to the sheep -- the secret of the little prince 's life was revealed to me .",( / : ( / : ( / ) ) : ( / : ( / : ( / : ( / ) ) ) ) : ( / ) : ( / : ( / : ) ) : ( / ) : ( / ) ),第五 天 ， 还是 羊 的 事 ， 把 小 王子 的 生活 秘密 向 我 揭开 了 。,( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) ),روز پنجم باز به سبب گوسفند،‌ راز ديگری از زندگی شازده کوچولو بر من آشکار شد.,( / : ( / : ( / ) : ( / : ( / : ( / ) ) ) ) : ( / : ( / : ) ) : ( / : ( / ) ) )
291,"Abruptly , without anything to lead up to it , and as if the question had been born of long and silent meditation on his problem , he demanded : "" A sheep -- if it eats little bushes , does it eat flowers , too ? """,( / : ( / ) : ( / : : ( / ) : ( / : ( / ) ) : ( / : : ( / : ( / ) ) ) ) : ( / ) : ( / : ( / : ( / : ) : ( / ) : ( / ) ) : ( / : ( / ) ) ) : ( / : : ( / ) ) ),好象 默默 地 思索 了 很 长 时间 以后 ， 得出 了 什么 结果 一样 ， 他 突然 没头没脑 地 问 我 ： “ 羊 ， 要是 吃 小 灌木 ， 它 也 要 吃 花 罗 ？ ”,( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) ) ) ) ),آن روز ناگهان و بی‌مقدمه، به‌عنوان نتيجه مسئله‌ای که مدتهاست در سکوت راجع به آن فکر کرده باشد،‌ از من پرسيد: گوسفندی که نهال درختان را بخورد، گلها را هم می‌خورد؟,( / : ( / ) : ( / : ( / : ( / ) : ( / : ( / ) ) ) : ( / ) : ( / ) ) : ( / : ( / ) ) : ( / : ( / ) : ( / ) ) : ( / : ( / : ( / : ( / ) : ( / ) : ( / ) ) ) ) )
292,""" A sheep , """,( / ),一 只 羊,( / : ( ) ( / ) : ( ) ( / ) ),پاسخ دادم:,( / : ( / ) )
293,"I answered , "" eats anything it finds in its reach . """,( / : ( / ) : ( / : ( / : ( / : ( / ) : ( / : ) ) ) ) ),“ 它 碰到 什么 吃 什么 。 ” 我 回答 。,( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) ) : ( ) ( / : ( ) ( / ) ) ) ),گوسفند هر چه گيرش بيايد می‌خورد.,( / : ( / ) : ( / : ( / ) : ( / : ) ) )
294,""" Even flowers that have thorns ? """,( / : : ( / ) : ( / : ( / ) ) ),“ 连 有 刺 的 花 也 吃 吗 ？ ”,( / : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / : ( ) ( / ) ) : ( ) ( / ) ) ),- حتی گلهايی را که خار دارند؟,( / : : ( / : ( / ) ) : ( / ) )
295,""" Yes , even flowers that have thorns . """,( / : ( / ) : ( / : ( / ) ) ),“ 有 刺 的 也 吃 ！ ”,( / : ( ) ( / : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) : ( ) ( / ) : ( ) ( / ) ) ),- بلی، حتی گلهايی را که خار دارند.,( / : ( / ) : ( / : ( / : ( / ) ) ) : ( / ) )
296,""" Then the thorns -- what use are they ? """,( / : ( / ) : ( / ) : ( / ) ),“ 那么 刺 有 什么 用 呢 ？ ”,( / : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ) ),- پس خار به چه درد می‌خورد؟,( / : ( / ) : ( / ) : ( / ) )
297,I did not know .,( / : ( / ) : ),我 不 知道 该 怎么 回答 。,( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) ),من چه می‌دانستم.,( / : : ( / ) : ( / ) )
298,At that moment I was very busy trying to unscrew a bolt that had got stuck in my engine .,( / : ( / : ( / : ( / ) ) ) : ( / : : ( / : ( / : ( / : ) ) ) ) : ( / : ( / ) ) ),那会儿 我 正 忙 着 要 从 发动机 上 卸下 一 颗 拧 得 太 紧 的 螺丝 。,( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) ) ) ) : ( ) ( / ) ) ) : ( ) ( / ) : ( ) ( / ) : ( ) ( / ) ),در آن موقع سخت سرگرم بازکردن يکی از پيچ‌های بسيار سفت موتور خود بودم.,( / : ( / ) : ( / : : ( / : : ( / : ( / ) ) : ( / : ) ) ) : ( / ) )
299,"I was very much worried , for it was becoming clear to me that the breakdown of my plane was extremely serious .",( / : ( / : ( / : ( / : ( / : ) ) : ( / ) ) : ( / ) ) : ( / : : ( / : ( / ) ) ) ),我 发现 机器 故障 似乎 很 严重 ，,( / : ( ) ( / ) : ( ) ( / : ( ) ( / : ( ) ( / ) : ( ) ( / : ( ) ( / ) ) ) ) ),اوقاتم خيلی تلخ بود چون کم‌کم بر من معلوم می‌شد که خرابی هواپيما شديد است،,( / : ( / : ( / : ( / : ( / ) ) ) : ( / ) : ( / ) ) : ( / : : ( / ) ) )
